image_path,text,caption,true_label,text_pred,text_conf,caption_pred,caption_conf,similarity,llm_response,llm_decision,llm_explanation,llm_nudge
/content/FakeNews/assets/content/fakeddit_images/44.jpg,bernie sander announces his campaign for president,"yoda is sitting in a chair with the caption, ""yoda is a wise man""",0,Fake,0.918280303478241,Fake,0.7221133708953857,0.1239485889673233,"- Decision: Fake  
- Explanation: The headline and AI-generated caption are unrelated and both flagged as fake with high confidence, indicating the content is likely fabricated or misleading.  
- Nudge: Verify the news by checking reputable news sources or official statements before sharing or believing the information.",Fake,"The headline and AI-generated caption are unrelated and both flagged as fake with high confidence, indicating the content is likely fabricated or misleading.",Verify the news by checking reputable news sources or official statements before sharing or believing the information.
/content/FakeNews/assets/content/fakeddit_images/225.jpg,my dom nsfw,a woman is standing in front of microphones,0,Fake,0.9490747451782227,Fake,0.8387451171875,-0.028712555766105652,"- Decision: Fake  
- Explanation: The headline and AI-generated caption are unrelated and both flagged as fake with high confidence, indicating the content is likely misleading or fabricated.  
- Nudge: Verify the source of the image and headline before sharing or trusting the information.",Fake,"The headline and AI-generated caption are unrelated and both flagged as fake with high confidence, indicating the content is likely misleading or fabricated.",Verify the source of the image and headline before sharing or trusting the information.
/content/FakeNews/assets/content/fakeddit_images/31.jpg,my inlaws moved into a building that hasnt updated its common room since,a room with purple walls and green furniture,1,Real,0.99965500831604,Fake,0.979060709476471,0.36008188128471375,"- Decision: Real  
- Explanation: The headline about an outdated common room aligns with the context of the image, while the AI-generated caption inaccurately describes the room's colors, indicating the headline is more reliable.  
- Nudge: Verify the image details by comparing with other sources or images of the building's common room to confirm the accuracy of the headline.",Real,"The headline about an outdated common room aligns with the context of the image, while the AI-generated caption inaccurately describes the room's colors, indicating the headline is more reliable.",Verify the image details by comparing with other sources or images of the building's common room to confirm the accuracy of the headline.
/content/FakeNews/assets/content/fakeddit_images/148.jpg,a leaf fell perfectly in the wet cement,a leaf on the sidewalk,1,Real,0.9043583869934082,Fake,0.8518264293670654,0.5440409779548645,"- Decision: Real  
- Explanation: The headline and AI-generated caption describe similar scenes involving a leaf and a sidewalk, with the headline providing a more specific detail about the leaf falling in wet cement, which is plausible and supported by a high confidence score.  
- Nudge: Verify the image source or look for additional context to confirm the authenticity of the scene.",Real,"The headline and AI-generated caption describe similar scenes involving a leaf and a sidewalk, with the headline providing a more specific detail about the leaf falling in wet cement, which is plausible and supported by a high confidence score.",Verify the image source or look for additional context to confirm the authenticity of the scene.
/content/FakeNews/assets/content/fakeddit_images/34.jpg,a philadelphia bar cut a hall of famers baseball card in half and made it part of their wallpaper in mint condition its worth,a baseball card with a picture of a man on it,1,Real,0.9995757937431335,Real,0.906083881855011,0.587188720703125,"- Decision: Fake  
- Explanation: The headline claims a baseball card was cut in half yet remains in mint condition, which is contradictory and unlikely, indicating misinformation.  
- Nudge: Verify the story by checking reputable news sources or official statements from the bar or baseball card experts.",Fake,"The headline claims a baseball card was cut in half yet remains in mint condition, which is contradictory and unlikely, indicating misinformation.",Verify the story by checking reputable news sources or official statements from the bar or baseball card experts.
/content/FakeNews/assets/content/fakeddit_images/209.jpg,clean floors by day fight crime at night,a mop sitting on top of a tool rack,0,Fake,0.9984146356582642,Fake,0.9251819252967834,0.1788753718137741,"- Decision: Fake  
- Explanation: The headline suggests an implausible scenario of cleaning floors by day and fighting crime at night, while the AI-generated caption describes a mundane image of a mop on a tool rack, showing no connection to the sensational claim. The low cosine similarity further indicates the headline and caption are unrelated, supporting the likelihood of misinformation.  
- Nudge: Verify the source of the headline and look for credible news outlets reporting the same story before sharing or believing it.",Fake,"The headline suggests an implausible scenario of cleaning floors by day and fighting crime at night, while the AI-generated caption describes a mundane image of a mop on a tool rack, showing no connection to the sensational claim. The low cosine similarity further indicates the headline and caption are unrelated, supporting the likelihood of misinformation.",Verify the source of the headline and look for credible news outlets reporting the same story before sharing or believing it.
/content/FakeNews/assets/content/fakeddit_images/141.jpg,brake or break uk artwork by mendoza,a vintage advertisement for a bicycle with the words brake or break,0,Fake,0.9994692206382751,Real,0.9734993577003479,0.5278612375259399,"- Decision: Fake  
- Explanation: The headline contains a misspelling (""brake or break"" instead of a likely intended phrase) and references an artwork by ""mendoza"" without clear context, while the AI-generated caption describes a plausible vintage advertisement, indicating the headline is likely fabricated or misleading.  
- Nudge: Verify the source of the headline and search for credible references to the artwork or advertisement before sharing or trusting the information.",Fake,"The headline contains a misspelling (""brake or break"" instead of a likely intended phrase) and references an artwork by ""mendoza"" without clear context, while the AI-generated caption describes a plausible vintage advertisement, indicating the headline is likely fabricated or misleading.",Verify the source of the headline and search for credible references to the artwork or advertisement before sharing or trusting the information.
/content/FakeNews/assets/content/fakeddit_images/183.jpg,budapest,"the chain bridge in budapest, hungary",1,Real,0.5901113152503967,Real,0.8445519208908081,0.5534729361534119,"- Decision: Real  
- Explanation: Both the headline and AI-generated caption refer to Budapest, with the caption providing a specific landmark that aligns with the headline, and both classifiers indicate a higher likelihood of being real.  
- Nudge: Verify the image by cross-referencing with trusted sources or official tourism websites to confirm the depiction of the Chain Bridge in Budapest.",Real,"Both the headline and AI-generated caption refer to Budapest, with the caption providing a specific landmark that aligns with the headline, and both classifiers indicate a higher likelihood of being real.",Verify the image by cross-referencing with trusted sources or official tourism websites to confirm the depiction of the Chain Bridge in Budapest.
/content/FakeNews/assets/content/fakeddit_images/9.jpg,i dont know he looks kinda sick,a blue toilet paper holder with a face on it,0,Fake,0.9985432624816895,Real,0.5643721222877502,0.06661100685596466,"- Decision: Fake  
- Explanation: The headline is nonsensical and unrelated to the image description, which suggests the content is misleading or fabricated. The low similarity score further indicates a disconnect between the text and the image.  
- Nudge: Verify the source of the headline and cross-check with reliable news outlets before sharing or trusting the information.",Fake,"The headline is nonsensical and unrelated to the image description, which suggests the content is misleading or fabricated. The low similarity score further indicates a disconnect between the text and the image.",Verify the source of the headline and cross-check with reliable news outlets before sharing or trusting the information.
/content/FakeNews/assets/content/fakeddit_images/281.jpg,this door at a norwegian hotel has a mark that looks like norway,a small piece of paper is stuck to the wall,1,Real,0.9825297594070435,Fake,0.9186925888061523,0.2967229187488556,"- Decision: Real  
- Explanation: The headline describes a visible mark on a door resembling Norway, which aligns with the image context, while the AI-generated caption about a piece of paper is inconsistent and likely inaccurate.  
- Nudge: Verify the image details by closely examining the door and its markings to confirm the headline's claim.",Real,"The headline describes a visible mark on a door resembling Norway, which aligns with the image context, while the AI-generated caption about a piece of paper is inconsistent and likely inaccurate.",Verify the image details by closely examining the door and its markings to confirm the headline's claim.
/content/FakeNews/assets/content/fakeddit_images/293.jpg,funding boost means new koala homes among the gum trees,a koala bear is wrapped in a blanket and sitting on a chair,1,Real,0.9992153644561768,Real,0.8750174641609192,0.41487613320350647,"- Decision: Fake  
- Explanation: The headline discusses koala habitats and conservation, while the AI-generated caption describes a koala wrapped in a blanket on a chair, which is unrelated and inconsistent with the headline's context. The low cosine similarity further indicates a mismatch between the headline and caption.  
- Nudge: Verify the source of the image and accompanying text to ensure they accurately represent the news story before sharing.",Fake,"The headline discusses koala habitats and conservation, while the AI-generated caption describes a koala wrapped in a blanket on a chair, which is unrelated and inconsistent with the headline's context. The low cosine similarity further indicates a mismatch between the headline and caption.",Verify the source of the image and accompanying text to ensure they accurately represent the news story before sharing.
/content/FakeNews/assets/content/fakeddit_images/202.jpg,you please ramen noodle package you eat,a person holding a box of instant noodles,0,Fake,0.9972398281097412,Fake,0.8885476589202881,0.45982468128204346,"- Decision: Fake  
- Explanation: The headline is nonsensical and does not clearly describe the image, while the AI-generated caption is plausible but still flagged as fake, indicating inconsistency and likely misinformation.  
- Nudge: Verify the source of the image and look for credible news outlets reporting on the same content before sharing.",Fake,"The headline is nonsensical and does not clearly describe the image, while the AI-generated caption is plausible but still flagged as fake, indicating inconsistency and likely misinformation.",Verify the source of the image and look for credible news outlets reporting on the same content before sharing.
/content/FakeNews/assets/content/fakeddit_images/42.jpg,no planes were hurt in the filming of this scene photo credit in comments,air france a330-300 and airbus a350-900,0,Fake,0.9633828401565552,Real,0.9815068244934082,0.28594768047332764,"- Decision: Fake  
- Explanation: The headline suggests a staged or fictional event (""no planes were hurt in the filming""), which is unlikely in real aviation news, while the caption simply identifies aircraft models, showing low relevance and indicating the headline is misleading.  
- Nudge: Verify the source of the headline and look for credible news outlets reporting on the event before sharing.",Fake,"The headline suggests a staged or fictional event (""no planes were hurt in the filming""), which is unlikely in real aviation news, while the caption simply identifies aircraft models, showing low relevance and indicating the headline is misleading.",Verify the source of the headline and look for credible news outlets reporting on the event before sharing.
/content/FakeNews/assets/content/fakeddit_images/263.jpg,a floating island,a small island in the middle of the ocean,0,Fake,0.97953861951828,Fake,0.9845167994499207,0.7390865087509155,"- Decision: Fake  
- Explanation: The high confidence scores labeling both the headline and caption as fake, combined with the unusual concept of a ""floating island,"" suggest the content is not based on reality. The moderate cosine similarity indicates some relation but does not validate the claim.  
- Nudge: Verify the image and claims using trusted news sources or fact-checking websites before sharing.",Fake,"The high confidence scores labeling both the headline and caption as fake, combined with the unusual concept of a ""floating island,"" suggest the content is not based on reality. The moderate cosine similarity indicates some relation but does not validate the claim.",Verify the image and claims using trusted news sources or fact-checking websites before sharing.
/content/FakeNews/assets/content/fakeddit_images/269.jpg,riva chosen by the people x,the cover of a book with the words 'crush by the people ',0,Fake,0.5548591613769531,Real,0.8032453656196594,0.23001381754875183,"- Decision: Fake  
- Explanation: The headline and AI-generated caption have low similarity and conflicting content, with the headline flagged as fake and low confidence, indicating the news is likely misleading or false.  
- Nudge: Verify the information by checking multiple reputable news sources before sharing or trusting the content.",Fake,"The headline and AI-generated caption have low similarity and conflicting content, with the headline flagged as fake and low confidence, indicating the news is likely misleading or false.",Verify the information by checking multiple reputable news sources before sharing or trusting the content.
/content/FakeNews/assets/content/fakeddit_images/278.jpg,avengers infinity war,a colorful windows logo with squares,0,Fake,0.9978444576263428,Real,0.9892787337303162,0.1516672521829605,"- Decision: Fake  
- Explanation: The headline ""avengers infinity war"" does not match the AI-generated caption describing a ""colorful windows logo with squares,"" indicating a mismatch and likely misinformation.  
- Nudge: Verify the image and headline from a trusted source before sharing or believing the content.",Fake,"The headline ""avengers infinity war"" does not match the AI-generated caption describing a ""colorful windows logo with squares,"" indicating a mismatch and likely misinformation.",Verify the image and headline from a trusted source before sharing or believing the content.
/content/FakeNews/assets/content/fakeddit_images/56.jpg,poll nfl drops as favorite us sport,"atlanta falcons vs new england patriots live stream, tv channel, time, how to watch nfl football online",1,Real,0.8837343454360962,Real,0.9804815649986267,0.13603243231773376,"- Decision: Fake  
- Explanation: The headline discusses a poll about the NFL's popularity, while the AI-generated caption is about watching a specific NFL game, showing no direct relation and indicating possible content mismatch or manipulation.  
- Nudge: Verify the news by checking reputable sports news sources or official NFL announcements for confirmation.",Fake,"The headline discusses a poll about the NFL's popularity, while the AI-generated caption is about watching a specific NFL game, showing no direct relation and indicating possible content mismatch or manipulation.",Verify the news by checking reputable sports news sources or official NFL announcements for confirmation.
/content/FakeNews/assets/content/fakeddit_images/123.jpg,was browsing interior design when a nightmareclownmaskfromhell reflection of the shoes gave me goosebumps,"a room with a table, chair, and a stereo",0,Fake,0.9945119619369507,Fake,0.5054517388343811,0.15479370951652527,"- Decision: Fake  
- Explanation: The headline describes a creepy reflection involving a ""nightmareclownmaskfromhell,"" which is not supported by the AI-generated caption of a simple room setup, and both texts have low similarity and high fake confidence scores.  
- Nudge: Verify the image source and look for additional context or original posts to confirm the authenticity of the claim.",Fake,"The headline describes a creepy reflection involving a ""nightmareclownmaskfromhell,"" which is not supported by the AI-generated caption of a simple room setup, and both texts have low similarity and high fake confidence scores.",Verify the image source and look for additional context or original posts to confirm the authenticity of the claim.
/content/FakeNews/assets/content/fakeddit_images/180.jpg,whats killing white middleaged american women,a grave with flowers and an american flag,0,Real,0.5497879385948181,Real,0.808241605758667,0.20851662755012512,"- Decision: Fake  
- Explanation: The headline about ""what's killing white middle-aged American women"" does not align with the image description of a grave with flowers and an American flag, indicating a mismatch that suggests misleading or unrelated content.  
- Nudge: Verify the headline by checking reputable news sources or official health statistics before accepting or sharing the information.",Fake,"The headline about ""what's killing white middle-aged American women"" does not align with the image description of a grave with flowers and an American flag, indicating a mismatch that suggests misleading or unrelated content.",Verify the headline by checking reputable news sources or official health statistics before accepting or sharing the information.
/content/FakeNews/assets/content/fakeddit_images/75.jpg,the d,the sign on the building is the name of the hotel,1,Fake,0.8998933434486389,Real,0.9995526671409607,0.05829552561044693,"- Decision: Fake  
- Explanation: The headline ""the d"" is nonsensical and has a high fake confidence score, while the AI-generated caption is coherent and highly confident as real, indicating the headline is likely misleading or incomplete.  
- Nudge: Verify the full and accurate headline from a trusted news source before sharing or trusting the information.",Fake,"The headline ""the d"" is nonsensical and has a high fake confidence score, while the AI-generated caption is coherent and highly confident as real, indicating the headline is likely misleading or incomplete.",Verify the full and accurate headline from a trusted news source before sharing or trusting the information.
/content/FakeNews/assets/content/fakeddit_images/144.jpg,antichinese soviet,a poster with a man on a boat with a submarine,0,Fake,0.9734374284744263,Real,0.9606239199638367,0.12922954559326172,"- Decision: Fake  
- Explanation: The headline ""antichinese soviet"" is flagged as fake with high confidence and is semantically unrelated to the AI-generated caption describing a man on a boat with a submarine, indicating misinformation or misleading content.  
- Nudge: Verify the source of the headline and cross-check with reliable news outlets before sharing or trusting the information.",Fake,"The headline ""antichinese soviet"" is flagged as fake with high confidence and is semantically unrelated to the AI-generated caption describing a man on a boat with a submarine, indicating misinformation or misleading content.",Verify the source of the headline and cross-check with reliable news outlets before sharing or trusting the information.
/content/FakeNews/assets/content/fakeddit_images/118.jpg,kung fu yosemite park style,a man jumping in the air in front of a lake,1,Real,0.8897376656532288,Real,0.8001834750175476,0.174672931432724,"- Decision: Fake  
- Explanation: The headline ""kung fu yosemite park style"" and the AI-generated caption ""a man jumping in the air in front of a lake"" have very low semantic similarity (0.17), indicating a mismatch that suggests the content may be misleading or fabricated.  
- Nudge: Verify the image and headline with trusted news sources or official park websites to confirm the authenticity of the event or activity depicted.",Fake,"The headline ""kung fu yosemite park style"" and the AI-generated caption ""a man jumping in the air in front of a lake"" have very low semantic similarity (0.17), indicating a mismatch that suggests the content may be misleading or fabricated.",Verify the image and headline with trusted news sources or official park websites to confirm the authenticity of the event or activity depicted.
/content/FakeNews/assets/content/fakeddit_images/25.jpg,scary pipe monster found in an abandoned factory,a face is painted on the side of a metal tank,0,Fake,0.9944475889205933,Real,0.5900896191596985,0.21106214821338654,"- Decision: Fake  
- Explanation: The headline exaggerates the image content by describing a ""scary pipe monster,"" while the AI-generated caption more accurately describes a painted face on a metal tank, indicating the headline is misleading.  
- Nudge: Verify the source of the image and look for additional context or credible reports before sharing.",Fake,"The headline exaggerates the image content by describing a ""scary pipe monster,"" while the AI-generated caption more accurately describes a painted face on a metal tank, indicating the headline is misleading.",Verify the source of the image and look for additional context or credible reports before sharing.
/content/FakeNews/assets/content/fakeddit_images/0.jpg,this tiny spoiler on this car,the back end of a black audi parked at a gas station,1,Real,0.9553162455558777,Real,0.8761181831359863,0.4567389488220215,"- Decision: Real  
- Explanation: Both the headline and AI-generated caption describe plausible aspects of the same image, and the classifiers show high confidence in their authenticity despite moderate similarity.  
- Nudge: Verify the image source or check for additional context to confirm the details about the car and its features.",Real,"Both the headline and AI-generated caption describe plausible aspects of the same image, and the classifiers show high confidence in their authenticity despite moderate similarity.",Verify the image source or check for additional context to confirm the details about the car and its features.
/content/FakeNews/assets/content/fakeddit_images/54.jpg,midapril release for redacted mueller report,a man in a suit and tie sitting at a table,1,Real,0.991849422454834,Fake,0.9286600947380066,0.02056269347667694,"- Decision: Fake  
- Explanation: The headline about the Mueller report release is plausible, but the AI-generated caption describing a man in a suit at a table is unrelated and likely fabricated, indicating inconsistency and potential misinformation.  
- Nudge: Verify the news by checking reputable sources or official announcements regarding the Mueller report release.",Fake,"The headline about the Mueller report release is plausible, but the AI-generated caption describing a man in a suit at a table is unrelated and likely fabricated, indicating inconsistency and potential misinformation.",Verify the news by checking reputable sources or official announcements regarding the Mueller report release.
/content/FakeNews/assets/content/fakeddit_images/220.jpg,poles donate record amounts of szlachetna paczka care packages,a little girl in a santa hat is opening a gift,1,Real,0.9990942478179932,Real,0.9295539259910583,0.1997145414352417,"- Decision: Real  
- Explanation: Both the headline and caption describe plausible and positive events related to charitable giving and gift-giving, with high confidence scores from classifiers, despite low similarity between them.  
- Nudge: Verify the source of the headline and image to ensure they come from a reputable news outlet or official organization.",Real,"Both the headline and caption describe plausible and positive events related to charitable giving and gift-giving, with high confidence scores from classifiers, despite low similarity between them.",Verify the source of the headline and image to ensure they come from a reputable news outlet or official organization.
/content/FakeNews/assets/content/fakeddit_images/22.jpg,debate rages over praying for atheist richard dawkins after stroke,a man in glasses is speaking into a microphone,1,Real,0.9992807507514954,Fake,0.993787407875061,0.1344459056854248,"- Decision: Fake  
- Explanation: The headline discusses a specific controversial topic about Richard Dawkins and prayer, while the AI-generated caption is a generic description of a man speaking, showing very low similarity and indicating a mismatch that suggests misinformation.  
- Nudge: Verify the news by checking multiple reputable sources to confirm the accuracy of the headline and related content.",Fake,"The headline discusses a specific controversial topic about Richard Dawkins and prayer, while the AI-generated caption is a generic description of a man speaking, showing very low similarity and indicating a mismatch that suggests misinformation.",Verify the news by checking multiple reputable sources to confirm the accuracy of the headline and related content.
/content/FakeNews/assets/content/fakeddit_images/90.jpg,dead man fulfils comedy club wish,a green container with a face on it,1,Real,0.9958475232124329,Real,0.7540522217750549,0.07489146292209625,"- Decision: Fake  
- Explanation: The headline about a ""dead man fulfilling a comedy club wish"" is sensational and unlikely, and the AI-generated caption describing a ""green container with a face"" is unrelated, indicating inconsistency and potential misinformation.  
- Nudge: Verify the story by checking reputable news sources or fact-checking websites before sharing or believing the content.",Fake,"The headline about a ""dead man fulfilling a comedy club wish"" is sensational and unlikely, and the AI-generated caption describing a ""green container with a face"" is unrelated, indicating inconsistency and potential misinformation.",Verify the story by checking reputable news sources or fact-checking websites before sharing or believing the content.
/content/FakeNews/assets/content/fakeddit_images/280.jpg,american pow being guarded by a high ranking official,a cat is sitting on top of a box,0,Fake,0.9338113069534302,Fake,0.958072304725647,0.04648188501596451,"- Decision: Fake  
- Explanation: The headline and AI-generated caption are completely unrelated, and both have high confidence scores indicating they are false descriptions of the image, suggesting the content is misleading or fabricated.  
- Nudge: Verify the image and headline using trusted news sources or reverse image search before sharing or believing the content.",Fake,"The headline and AI-generated caption are completely unrelated, and both have high confidence scores indicating they are false descriptions of the image, suggesting the content is misleading or fabricated.",Verify the image and headline using trusted news sources or reverse image search before sharing or believing the content.
